key	audio	audio_relative	source_recording	source_wav	source_txt	start	end	duration	speaker	gender	text	text_nopunc	split
A1189_S0004_0_G1377_G1378__000190__G1377__001034390_001039089__0e865abc	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000190__G1377__001034390_001039089__0e865abc.wav	wav/A1189_S0004_0_G1377_G1378__000190__G1377__001034390_001039089__0e865abc.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1034.39	1039.089	4.699	G1377	female	侪伐想那就讲高外头拧接触，自家呐就宅在家里，就就	侪伐想那就讲高外头拧接触自家呐就宅在家里就就	train
A1189_S0004_0_G1377_G1378__000191__G1377__001039160_001046680__b02c9e1c	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000191__G1377__001039160_001046680__b02c9e1c.wav	wav/A1189_S0004_0_G1377_G1378__000191__G1377__001039160_001046680__b02c9e1c.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1039.16	1046.68	7.52	G1377	female	叫撒拧出去吃饭，呃伐高兴伐高兴伐想去了，现在呐就讲好像到搿辰光呢，阿拉也没办法了	叫撒拧出去吃饭呃伐高兴伐高兴伐想去了现在呐就讲好像到搿辰光呢阿拉也没办法了	train
A1189_S0004_0_G1377_G1378__000192__G1377__001046690_001052500__3e268a7c	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000192__G1377__001046690_001052500__3e268a7c.wav	wav/A1189_S0004_0_G1377_G1378__000192__G1377__001046690_001052500__3e268a7c.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1046.69	1052.5	5.81	G1377	female	所以阿拉现在阿哥哥阿姐姐咯撒物事，现在关系呐侪老好，侪靠发微信啊	所以阿拉现在阿哥哥阿姐姐咯撒物事现在关系呐侪老好侪靠发微信啊	train
A1189_S0004_0_G1377_G1378__000193__G1377__001052570_001058890__240b9b85	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000193__G1377__001052570_001058890__240b9b85.wav	wav/A1189_S0004_0_G1377_G1378__000193__G1377__001052570_001058890__240b9b85.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1052.57	1058.89	6.32	G1377	female	对伐现在呐就讲阿拉现在对搿手机呢是勒老普遍呃，大家侪要学学学会	对伐现在呐就讲阿拉现在对搿手机呢是勒老普遍呃大家侪要学学学会	train
A1189_S0004_0_G1377_G1378__000194__G1377__001058990_001066450__8aa646ce	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000194__G1377__001058990_001066450__8aa646ce.wav	wav/A1189_S0004_0_G1377_G1378__000194__G1377__001058990_001066450__8aa646ce.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1058.99	1066.45	7.46	G1377	female	伐学会呢交关问题呢就讲，碰到交关事体呢侪伐好埃呃了，现在电话么也打了少了对伐，侪靠微信勒勒解决了	伐学会呢交关问题呢就讲碰到交关事体呢侪伐好埃呃了现在电话么也打了少了对伐侪靠微信勒勒解决了	train
A1189_S0004_0_G1377_G1378__000195__G1378__001067060_001067800__5e2c7e4c	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000195__G1378__001067060_001067800__5e2c7e4c.wav	wav/A1189_S0004_0_G1377_G1378__000195__G1378__001067060_001067800__5e2c7e4c.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1067.06	1067.8	0.74	G1378	male	现在是呃呀	现在是呃呀	train
A1189_S0004_0_G1377_G1378__000196__G1378__001068110_001070290__8f5dbe73	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000196__G1378__001068110_001070290__8f5dbe73.wav	wav/A1189_S0004_0_G1377_G1378__000196__G1378__001068110_001070290__8f5dbe73.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1068.11	1070.29	2.18	G1378	male	侬看家庭埃呃关系	侬看家庭埃呃关系	train
A1189_S0004_0_G1377_G1378__000197__G1378__001070510_001075750__b9d9bd20	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000197__G1378__001070510_001075750__b9d9bd20.wav	wav/A1189_S0004_0_G1377_G1378__000197__G1378__001070510_001075750__b9d9bd20.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1070.51	1075.75	5.24	G1378	male	以前呢家庭呢就爷娘勒勒辰光呢就老年拧呢因为有迭呃威望	以前呢家庭呢就爷娘勒勒辰光呢就老年拧呢因为有迭呃威望	train
A1189_S0004_0_G1377_G1378__000198__G1377__001076120_001078930__2932a667	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000198__G1377__001076120_001078930__2932a667.wav	wav/A1189_S0004_0_G1377_G1378__000198__G1377__001076120_001078930__2932a667.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1076.12	1078.93	2.81	G1377	female	乃末侬现在侬去看，侪往经济看了	乃末侬现在侬去看侪往经济看了	train
A1189_S0004_0_G1377_G1378__000199__G1378__001079300_001084420__46b58c06	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000199__G1378__001079300_001084420__46b58c06.wav	wav/A1189_S0004_0_G1377_G1378__000199__G1378__001079300_001084420__46b58c06.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1079.3	1084.42	5.12	G1378	male	对伐，迭呃老年拧没迭呃迭呃叫搿能一呃绝对权威了	对伐迭呃老年拧没迭呃迭呃叫搿能一呃绝对权威了	train
A1189_S0004_0_G1377_G1378__000200__G1378__001084670_001086610__ff7ec099	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000200__G1378__001084670_001086610__ff7ec099.wav	wav/A1189_S0004_0_G1377_G1378__000200__G1378__001084670_001086610__ff7ec099.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1084.67	1086.61	1.94	G1378	male	对伐侬现在迭呃打官司高头	对伐侬现在迭呃打官司高头	train
A1189_S0004_0_G1377_G1378__000201__G1378__001087063_001090240__153e3bb2	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000201__G1378__001087063_001090240__153e3bb2.wav	wav/A1189_S0004_0_G1377_G1378__000201__G1378__001087063_001090240__153e3bb2.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1087.063	1090.24	3.177	G1378	male	交关迭一部分呢是屋里向拧呃，侪民事经过纠纷	交关迭一部分呢是屋里向拧呃侪民事经过纠纷	train
A1189_S0004_0_G1377_G1378__000202__G1378__001090580_001093690__04003b09	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000202__G1378__001090580_001093690__04003b09.wav	wav/A1189_S0004_0_G1377_G1378__000202__G1378__001090580_001093690__04003b09.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1090.58	1093.69	3.11	G1378	male	比方讲碰着种拆迁了，动迁房了	比方讲碰着种拆迁了动迁房了	train
A1189_S0004_0_G1377_G1378__000203__G1378__001093940_001098580__05f22ab4	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000203__G1378__001093940_001098580__05f22ab4.wav	wav/A1189_S0004_0_G1377_G1378__000203__G1378__001093940_001098580__05f22ab4.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1093.94	1098.58	4.64	G1378	male	对伐还迭呃屋里相比方遗产啦，爷娘过世呃遗产问题咯撒	对伐还迭呃屋里相比方遗产啦爷娘过世呃遗产问题咯撒	train
A1189_S0004_0_G1377_G1378__000204__G1378__001098800_001104541__7f30beca	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000204__G1378__001098800_001104541__7f30beca.wav	wav/A1189_S0004_0_G1377_G1378__000204__G1378__001098800_001104541__7f30beca.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1098.8	1104.541	5.741	G1378	male	对伐还有家庭爷娘呃抚养问题哦，子女越多越讨厌，因为子女多了没拧搞	对伐还有家庭爷娘呃抚养问题哦子女越多越讨厌因为子女多了没拧搞	train
A1189_S0004_0_G1377_G1378__000205__G1378__001104567_001109380__871e4e8c	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000205__G1378__001104567_001109380__871e4e8c.wav	wav/A1189_S0004_0_G1377_G1378__000205__G1378__001104567_001109380__871e4e8c.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1104.567	1109.38	4.813	G1378	male	还四呃五呃弄的撒拧肯对伐，阿大推阿二，阿二拖阿三，那推来推去推	还四呃五呃弄的撒拧肯对伐阿大推阿二阿二拖阿三那推来推去推	train
A1189_S0004_0_G1377_G1378__000206__G1378__001109817_001117810__164941d5	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000206__G1378__001109817_001117810__164941d5.wav	wav/A1189_S0004_0_G1377_G1378__000206__G1378__001109817_001117810__164941d5.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1109.817	1117.81	7.993	G1378	male	对伐吾想以前没搿种事体蹲辣一道呃嘛，总归大家一道生活呃，乃末现在侪独立分开了以后，大家侪伐想，当爷娘当一只负担了	对伐吾想以前没搿种事体蹲辣一道呃嘛总归大家一道生活呃乃末现在侪独立分开了以后大家侪伐想当爷娘当一只负担了	train
A1189_S0004_0_G1377_G1378__000207__G1378__001118150_001126090__a6a60e36	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000207__G1378__001118150_001126090__a6a60e36.wav	wav/A1189_S0004_0_G1377_G1378__000207__G1378__001118150_001126090__a6a60e36.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1118.15	1126.09	7.94	G1378	male	所以讲辣搿呃高头呃纠纷呢相当大，对伐电视里相也看到呃，对伐，迭呃其中种案例高头报纸高头侪有呃对伐	所以讲辣搿呃高头呃纠纷呢相当大对伐电视里相也看到呃对伐迭呃其中种案例高头报纸高头侪有呃对伐	train
A1189_S0004_0_G1377_G1378__000208__G1378__001126190_001129570__d0684978	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000208__G1378__001126190_001129570__d0684978.wav	wav/A1189_S0004_0_G1377_G1378__000208__G1378__001126190_001129570__d0684978.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1126.19	1129.57	3.38	G1378	male	所以吾呢认为总一点，一呃呢侬就讲爷娘是侬埃呃	所以吾呢认为总一点一呃呢侬就讲爷娘是侬埃呃	train
A1189_S0004_0_G1377_G1378__000209__G1378__001129850_001135900__ba60a7ed	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000209__G1378__001129850_001135900__ba60a7ed.wav	wav/A1189_S0004_0_G1377_G1378__000209__G1378__001129850_001135900__ba60a7ed.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1129.85	1135.9	6.05	G1378	male	对伐侬要感恩，一呃孝为先嘛对伐，如果搿将来呢就有好报呃，真呃有好报呃，对伐	对伐侬要感恩一呃孝为先嘛对伐如果搿将来呢就有好报呃真呃有好报呃对伐	train
A1189_S0004_0_G1377_G1378__000210__G1378__001136000_001139410__2ad33191	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000210__G1378__001136000_001139410__2ad33191.wav	wav/A1189_S0004_0_G1377_G1378__000210__G1378__001136000_001139410__2ad33191.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1136.0	1139.41	3.41	G1378	male	侬是呃像吾样照样帮爷娘买了房子	侬是呃像吾样照样帮爷娘买了房子	train
A1189_S0004_0_G1377_G1378__000211__G1378__001139600_001144510__2f8ae44e	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000211__G1378__001139600_001144510__2f8ae44e.wav	wav/A1189_S0004_0_G1377_G1378__000211__G1378__001139600_001144510__2f8ae44e.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1139.6	1144.51	4.91	G1378	male	对伐搿辰光买房子便宜呃，两千埃辰光便宜，只有四十几万，等爷娘去过世了，葛末侬	对伐搿辰光买房子便宜呃两千埃辰光便宜只有四十几万等爷娘去过世了葛末侬	train
A1189_S0004_0_G1377_G1378__000212__G1378__001144580_001147690__48223572	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000212__G1378__001144580_001147690__48223572.wav	wav/A1189_S0004_0_G1377_G1378__000212__G1378__001144580_001147690__48223572.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1144.58	1147.69	3.11	G1378	male	兄弟辣辣么搿房子卖特伐，还要卖多少啊	兄弟辣辣么搿房子卖特伐还要卖多少啊	train
A1189_S0004_0_G1377_G1378__000213__G1378__001147790_001153060__1b92b81e	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000213__G1378__001147790_001153060__1b92b81e.wav	wav/A1189_S0004_0_G1377_G1378__000213__G1378__001147790_001153060__1b92b81e.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1147.79	1153.06	5.27	G1378	male	翻多少跟斗啊，撒侬对爷娘孝敬却反过来，侬自家也得益伐少，真呃伐少	翻多少跟斗啊撒侬对爷娘孝敬却反过来侬自家也得益伐少真呃伐少	train
A1189_S0004_0_G1377_G1378__000214__G1378__001153213_001158820__75e63a20	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000214__G1378__001153213_001158820__75e63a20.wav	wav/A1189_S0004_0_G1377_G1378__000214__G1378__001153213_001158820__75e63a20.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1153.213	1158.82	5.607	G1378	male	所以讲呐呃屋里呢处理呢还是以亲情哦，骨肉嘛对伐，所以讲迭呃	所以讲呐呃屋里呢处理呢还是以亲情哦骨肉嘛对伐所以讲迭呃	train
A1189_S0004_0_G1377_G1378__000215__G0000__001158900_001159810__7a29f318	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000215__G0000__001158900_001159810__7a29f318.wav	wav/A1189_S0004_0_G1377_G1378__000215__G0000__001158900_001159810__7a29f318.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1158.9	1159.81	0.91	G0000	none	[SONANT]	SONANT	train
A1189_S0004_0_G1377_G1378__000216__G1378__001159880_001162840__615bc2d7	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000216__G1378__001159880_001162840__615bc2d7.wav	wav/A1189_S0004_0_G1377_G1378__000216__G1378__001159880_001162840__615bc2d7.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1159.88	1162.84	2.96	G1378	male	血溶于水嘛，对伐还是交关迭呃好商量呃	血溶于水嘛对伐还是交关迭呃好商量呃	train
A1189_S0004_0_G1377_G1378__000217__G1378__001163000_001168870__a7b795e4	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000217__G1378__001163000_001168870__a7b795e4.wav	wav/A1189_S0004_0_G1377_G1378__000217__G1378__001163000_001168870__a7b795e4.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1163.0	1168.87	5.87	G1378	male	对伐，伐要迭呃弄的动伐动就是上法院啦，甚至于还互相之间还殴斗咯撒	对伐伐要迭呃弄的动伐动就是上法院啦甚至于还互相之间还殴斗咯撒	train
A1189_S0004_0_G1377_G1378__000218__G1377__001170410_001173520__e1d4a775	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000218__G1377__001170410_001173520__e1d4a775.wav	wav/A1189_S0004_0_G1377_G1378__000218__G1377__001170410_001173520__e1d4a775.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1170.41	1173.52	3.11	G1377	female	诶家庭成员呢家庭也离伐开宠物	诶家庭成员呢家庭也离伐开宠物	train
A1189_S0004_0_G1377_G1378__000219__G1377__001173620_001178650__b2b8b28b	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000219__G1377__001173620_001178650__b2b8b28b.wav	wav/A1189_S0004_0_G1377_G1378__000219__G1377__001173620_001178650__b2b8b28b.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1173.62	1178.65	5.03	G1377	female	现在呐就是讲现在家庭成员呐，现在是叫宠物呢叫现在叫儿子女儿唻	现在呐就是讲现在家庭成员呐现在是叫宠物呢叫现在叫儿子女儿唻	train
A1189_S0004_0_G1377_G1378__000220__G1377__001178720_001183120__024545b9	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000220__G1377__001178720_001183120__024545b9.wav	wav/A1189_S0004_0_G1377_G1378__000220__G1377__001178720_001183120__024545b9.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1178.72	1183.12	4.4	G1377	female	养只狗是伊叫撒，哦呦阿拉儿子阿拉女儿，吾想哪能会的叫儿子女儿啦	养只狗是伊叫撒哦呦阿拉儿子阿拉女儿吾想哪能会的叫儿子女儿啦	train
A1189_S0004_0_G1377_G1378__000221__G1377__001183190_001186750__b1418647	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000221__G1377__001183190_001186750__b1418647.wav	wav/A1189_S0004_0_G1377_G1378__000221__G1377__001183190_001186750__b1418647.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1183.19	1186.75	3.56	G1377	female	诶现在狗呢辣辣屋里相地位呐高了晓晓得伐	诶现在狗呢辣辣屋里相地位呐高了晓晓得伐	train
A1189_S0004_0_G1377_G1378__000222__G1377__001186790_001193530__6a8dcf1f	/Users/Apple/Downloads/shanghai-dolphin-asr/data/magicdata-shanghai-prepared/wav/A1189_S0004_0_G1377_G1378__000222__G1377__001186790_001193530__6a8dcf1f.wav	wav/A1189_S0004_0_G1377_G1378__000222__G1377__001186790_001193530__6a8dcf1f.wav	A1189_S0004_0_G1377_G1378	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/WAV/A1189_S0004_0_G1377_G1378.wav	/Users/Apple/Downloads/Shanghai_Dialect_Conversational_Speech_Corpus/TXT/A1189_S0004_0_G1377_G1378.txt	1186.79	1193.53	6.74	G1377	female	阿拉老早点呐养只狗呐是是老乖呃，是老听闲话呃，样样侪会，通真呃通拧心哦	阿拉老早点呐养只狗呐是是老乖呃是老听闲话呃样样侪会通真呃通拧心哦	train
